,Date/Time,Max Temp (°C),Min Temp (°C),GDD,accGDD
2,2013-01-03,4.6,10.0,0.0,0.0
3,2013-01-04,6.9,10.0,0.0,0.0
4,2013-01-05,7.1,10.0,0.0,0.0
5,2013-01-06,6.7,10.0,0.0,0.0
6,2013-01-07,6.2,10.0,0.0,0.0
7,2013-01-08,6.2,10.0,0.0,0.0
8,2013-01-09,8.5,10.0,0.0,0.0
9,2013-01-10,5.0,10.0,0.0,0.0
10,2013-01-11,4.9,10.0,0.0,0.0
11,2013-01-12,2.6,10.0,0.0,0.0
12,2013-01-13,1.8,10.0,0.0,0.0
13,2013-01-14,2.3,10.0,0.0,0.0
14,2013-01-15,4.3,10.0,0.0,0.0
15,2013-01-16,3.8,10.0,0.0,0.0
16,2013-01-17,6.0,10.0,0.0,0.0
